datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
2025.07.09,00:00,23.59,Arnulf,1737,88,1825,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Arnulf,2119,110,2229,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Arnulf,1635,89,1724,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Arnulf,1602,74,1676,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Arnulf,1467,73,1540,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Arnulf,1506,96,1602,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Arnulf,1769,107,1876,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Arnulf,1637,99,1736,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Arnulf,1936,83,2019,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Arnulf,2010,111,2121,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Arnulf,1497,64,1561,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Arnulf,1524,66,1590,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Arnulf,1206,68,1274,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Arnulf,2159,116,2275,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Arnulf,2385,125,2510,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Arnulf,1139,78,1217,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Arnulf,1277,83,1360,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Arnulf,454,30,484,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Arnulf,682,36,718,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Arnulf,1146,91,1237,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Arnulf,1498,87,1585,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Arnulf,1436,93,1529,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Arnulf,1712,99,1811,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Olympia,2531,2562,5093,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Olympia,2272,2218,4490,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Olympia,1883,1909,3792,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Olympia,1957,1935,3892,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Olympia,2003,1904,3907,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Olympia,1883,1805,3688,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Olympia,1519,1490,3009,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Olympia,1100,1082,2182,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Olympia,2027,2019,4046,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Olympia,2377,2292,4669,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Olympia,1700,1762,3462,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Olympia,2289,2159,4448,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Olympia,2435,2305,4740,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Olympia,1542,1535,3077,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Olympia,1778,1778,3556,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Olympia,3024,2777,5801,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Olympia,2021,1958,3979,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Olympia,2238,2149,4387,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Olympia,379,381,760,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Olympia,1970,1791,3761,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Olympia,1244,1313,2557,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Olympia,2104,2202,4306,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Olympia,2169,2242,4411,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Olympia,956,945,1901,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Olympia,1116,1150,2266,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Olympia,1035,537,1572,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Olympia,827,856,1683,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Olympia,784,664,1448,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Olympia,1133,871,2004,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Olympia,1210,1243,2453,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Olympia,1305,1320,2625,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Hirsch,1625,1637,3262,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Hirsch,1428,1472,2900,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Hirsch,1270,1326,2596,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Hirsch,960,1023,1983,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Hirsch,793,708,1501,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Hirsch,724,653,1377,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Hirsch,1065,1071,2136,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Hirsch,727,769,1496,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Hirsch,1310,1355,2665,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Hirsch,1481,1509,2990,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Hirsch,990,1045,2035,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Hirsch,840,752,1592,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Hirsch,912,797,1709,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Hirsch,1094,1161,2255,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Hirsch,1303,1396,2699,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Hirsch,1123,1177,2300,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Hirsch,1379,1352,2731,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Hirsch,1263,1293,2556,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Hirsch,825,767,1592,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Hirsch,798,691,1489,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Hirsch,840,825,1665,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Hirsch,1601,1693,3294,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Hirsch,1772,1731,3503,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Hirsch,645,675,1320,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Hirsch,872,876,1748,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Hirsch,188,192,380,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Hirsch,368,352,720,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Hirsch,768,774,1542,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Hirsch,1071,1111,2182,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Hirsch,1059,1106,2165,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Hirsch,1117,1216,2333,11.0,22.1,2.5,74,5.8
2025.07.01,00:00,23.59,Erhardt,4919,3871,8790,19.5,33.4,0.0,8,15.2
2025.07.02,00:00,23.59,Erhardt,4331,3398,7729,17.5,34.3,2.1,39,12.3
2025.07.03,00:00,23.59,Erhardt,3423,2692,6115,18.4,28.6,9.8,69,6.1
2025.07.04,00:00,23.59,Erhardt,3065,2603,5668,17.2,26.5,0.0,53,7.5
2025.07.05,00:00,23.59,Erhardt,3738,3522,7260,14.8,29.3,0.0,24,12.3
2025.07.06,00:00,23.59,Erhardt,2570,2622,5192,15.2,26.0,3.4,96,2.9
2025.07.07,00:00,23.59,Erhardt,2627,1974,4601,13.4,23.0,13.3,93,4.0
2025.07.08,00:00,23.59,Erhardt,1537,1428,2965,11.2,15.9,7.7,98,1.1
2025.07.09,00:00,23.59,Erhardt,3311,2216,5527,11.3,19.3,0.1,86,4.3
2025.07.10,00:00,23.59,Erhardt,3770,2823,6593,13.3,24.1,0.2,81,7.6
2025.07.11,00:00,23.59,Erhardt,2786,2223,5009,15.6,23.4,4.8,85,5.6
2025.07.12,00:00,23.59,Erhardt,3300,3083,6383,14.4,26.0,0.0,64,12.1
2025.07.13,00:00,23.59,Erhardt,3747,3372,7119,14.2,29.2,2.7,35,13.0
2025.07.14,00:00,23.59,Erhardt,2749,1875,4624,16.1,23.4,4.0,64,5.2
2025.07.15,00:00,23.59,Erhardt,3108,2429,5537,16.2,25.6,5.9,78,5.5
2025.07.16,00:00,23.59,Erhardt,3036,1940,4976,13.3,23.4,11.4,99,1.8
2025.07.17,00:00,23.59,Erhardt,3580,2490,6070,13.3,22.2,0.0,74,6.3
2025.07.18,00:00,23.59,Erhardt,4088,3050,7138,15.4,26.1,0.0,59,13.4
2025.07.19,00:00,23.59,Erhardt,3587,3098,6685,13.3,29.5,0.1,54,11.7
2025.07.20,00:00,23.59,Erhardt,4168,3802,7970,16.0,32.0,6.1,60,14.1
2025.07.21,00:00,23.59,Erhardt,2041,1459,3500,15.9,22.0,2.2,80,4.2
2025.07.22,00:00,23.59,Erhardt,4383,2956,7339,15.1,24.6,0.0,30,11.8
2025.07.23,00:00,23.59,Erhardt,4595,3219,7814,14.5,25.4,6.2,75,8.6
2025.07.24,00:00,23.59,Erhardt,1719,1380,3099,14.9,18.8,7.0,94,0.8
2025.07.25,00:00,23.59,Erhardt,2281,1822,4103,15.3,22.5,12.1,96,1.8
2025.07.26,00:00,23.59,Erhardt,561,615,1176,15.2,18.5,16.6,98,0.0
2025.07.27,00:00,23.59,Erhardt,1041,1491,2532,14.4,20.8,2.0,98,3.8
2025.07.28,00:00,23.59,Erhardt,1847,1336,3183,14.1,17.0,3.2,99,0.2
2025.07.29,00:00,23.59,Erhardt,2463,2025,4488,13.1,19.4,1.4,85,2.3
2025.07.30,00:00,23.59,Erhardt,2729,1869,4598,12.3,19.8,4.7,100,0.8
2025.07.31,00:00,23.59,Erhardt,3013,2175,5188,11.0,22.1,2.5,74,5.8
2025.08.01,00:00,23.59,Arnulf,1081,67,1148,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Arnulf,475,26,501,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Arnulf,580,45,625,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Arnulf,1174,85,1259,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Arnulf,1721,117,1838,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Arnulf,2012,101,2113,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Arnulf,2148,118,2266,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Arnulf,1912,111,2023,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Arnulf,1501,55,1556,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Arnulf,1393,64,1457,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Arnulf,1995,112,2107,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Arnulf,2096,120,2216,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Arnulf,1973,99,2072,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Arnulf,1839,109,1948,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Arnulf,1244,61,1305,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Arnulf,868,56,924,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Arnulf,1142,57,1199,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Arnulf,1748,108,1856,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Arnulf,1840,100,1940,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Arnulf,1315,70,1385,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Arnulf,798,64,862,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Arnulf,1301,90,1391,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Arnulf,1044,55,1099,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Arnulf,1094,46,1140,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Arnulf,1619,92,1711,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Arnulf,1901,109,2010,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Arnulf,1637,96,1733,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Arnulf,963,88,1051,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Arnulf,935,50,985,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Arnulf,899,49,948,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Arnulf,1187,69,1256,12.5,24.2,0.0,24,12.2
2025.08.01,00:00,23.59,Olympia,883,877,1760,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Olympia,319,314,633,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Olympia,775,753,1528,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Olympia,1078,1060,2138,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Olympia,1490,1433,2923,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Olympia,2097,2018,4115,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Olympia,2074,2021,4095,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Olympia,1821,1780,3601,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Olympia,1626,1600,3226,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Olympia,1703,1593,3296,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Olympia,1927,1874,3801,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Olympia,2222,2069,4291,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Olympia,2947,2099,5046,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Olympia,1587,1691,3278,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Olympia,1597,1388,2985,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Olympia,992,845,1837,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Olympia,1647,1585,3232,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Olympia,1587,1575,3162,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Olympia,2007,2001,4008,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Olympia,1040,1037,2077,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Olympia,540,530,1070,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Olympia,1270,1295,2565,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Olympia,1229,1139,2368,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Olympia,1757,1669,3426,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Olympia,1297,1010,2307,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Olympia,1367,859,2226,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Olympia,1105,712,1817,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Olympia,475,311,786,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Olympia,536,343,879,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Olympia,931,519,1450,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Olympia,1551,943,2494,12.5,24.2,0.0,24,12.2
2025.08.01,00:00,23.59,Hirsch,659,668,1327,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Hirsch,182,175,357,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Hirsch,249,252,501,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Hirsch,764,737,1501,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Hirsch,1149,1245,2394,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Hirsch,1375,1465,2840,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Hirsch,1437,1542,2979,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Hirsch,1073,1137,2210,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Hirsch,684,599,1283,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Hirsch,594,553,1147,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Hirsch,1325,1314,2639,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Hirsch,1424,1423,2847,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Hirsch,1179,1186,2365,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Hirsch,1035,1049,2084,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Hirsch,450,448,898,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Hirsch,258,244,502,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Hirsch,550,510,1060,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Hirsch,1101,1105,2206,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Hirsch,1248,1280,2528,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Hirsch,835,882,1717,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Hirsch,398,372,770,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Hirsch,799,770,1569,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Hirsch,437,432,869,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Hirsch,542,528,1070,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Hirsch,1090,1119,2209,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Hirsch,1269,1287,2556,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Hirsch,942,1003,1945,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Hirsch,595,587,1182,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Hirsch,492,490,982,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Hirsch,400,385,785,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Hirsch,665,662,1327,12.5,24.2,0.0,24,12.2
2025.08.01,00:00,23.59,Erhardt,1693,1405,3098,13.9,20.1,9.0,83,3.7
2025.08.02,00:00,23.59,Erhardt,516,558,1074,12.9,17.3,23.6,96,0.1
2025.08.03,00:00,23.59,Erhardt,769,828,1597,12.2,18.5,10.3,95,2.6
2025.08.04,00:00,23.59,Erhardt,1910,1278,3188,12.7,19.0,1.1,94,1.3
2025.08.05,00:00,23.59,Erhardt,2965,2308,5273,13.7,26.9,9.7,68,7.5
2025.08.06,00:00,23.59,Erhardt,3754,2764,6518,12.3,22.5,0.0,60,13.5
2025.08.07,00:00,23.59,Erhardt,4020,3035,7055,10.6,28.0,0.0,25,13.8
2025.08.08,00:00,23.59,Erhardt,3746,2950,6696,14.6,31.8,0.0,6,14.1
2025.08.09,00:00,23.59,Erhardt,3554,3089,6643,16.0,33.0,0.0,3,13.9
2025.08.10,00:00,23.59,Erhardt,3211,3032,6243,19.2,28.9,0.0,11,13.8
2025.08.11,00:00,23.59,Erhardt,3435,2747,6182,15.6,27.8,0.0,0,13.7
2025.08.12,00:00,23.59,Erhardt,4250,3210,7460,14.7,30.9,0.0,0,13.6
2025.08.13,00:00,23.59,Erhardt,4215,3303,7518,19.2,34.2,0.0,0,13.4
2025.08.14,00:00,23.59,Erhardt,3500,2851,6351,17.3,32.3,0.0,48,12.8
2025.08.15,00:00,23.59,Erhardt,2950,2905,5855,18.3,33.3,6.2,39,12.0
2025.08.16,00:00,23.59,Erhardt,1213,1228,2441,17.9,23.6,1.6,95,2.4
2025.08.17,00:00,23.59,Erhardt,2283,2114,4397,15.5,23.9,0.0,69,6.1
2025.08.18,00:00,23.59,Erhardt,3144,2305,5449,12.1,25.5,0.0,5,13.6
2025.08.19,00:00,23.59,Erhardt,4193,3006,7199,12.4,27.2,0.0,0,13.7
2025.08.20,00:00,23.59,Erhardt,2279,1717,3996,15.5,25.9,31.0,75,5.3
2025.08.21,00:00,23.59,Erhardt,1186,899,2085,15.9,18.3,5.0,98,0.0
2025.08.22,00:00,23.59,Erhardt,2352,2024,4376,13.3,21.2,0.0,73,6.4
2025.08.23,00:00,23.59,Erhardt,1783,1665,3448,12.2,18.0,0.0,96,2.6
2025.08.24,00:00,23.59,Erhardt,2364,2143,4507,11.8,21.5,0.0,66,8.7
2025.08.25,00:00,23.59,Erhardt,3127,2066,5193,10.0,23.8,0.0,48,12.9
2025.08.26,00:00,23.59,Erhardt,4034,2685,6719,10.9,27.6,1.4,48,12.8
2025.08.27,00:00,23.59,Erhardt,3288,2255,5543,17.2,28.8,0.0,88,6.9
2025.08.28,00:00,23.59,Erhardt,1746,1301,3047,14.9,21.4,20.3,90,1.8
2025.08.29,00:00,23.59,Erhardt,1479,1155,2634,14.0,21.6,2.8,93,4.7
2025.08.30,00:00,23.59,Erhardt,1386,1197,2583,13.8,20.5,0.3,79,4.2
2025.08.31,00:00,23.59,Erhardt,3111,2670,5781,12.5,24.2,0.0,24,12.2
2025.09.01,00:00,23.59,Arnulf,1332,98,1430,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Arnulf,1099,65,1164,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Arnulf,1757,97,1854,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Arnulf,1625,106,1731,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Arnulf,751,60,811,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Arnulf,1313,56,1369,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Arnulf,1158,56,1214,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Arnulf,1546,92,1638,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Arnulf,1415,82,1497,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Arnulf,1092,75,1167,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Arnulf,1548,92,1640,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Arnulf,1283,70,1353,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Arnulf,1333,40,1373,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Arnulf,702,39,741,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Arnulf,1722,93,1815,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Arnulf,1558,87,1645,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Arnulf,1770,98,1868,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Arnulf,2041,115,2156,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Arnulf,2028,105,2133,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Arnulf,1789,93,1882,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Arnulf,1703,91,1794,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Arnulf,1370,97,1467,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Arnulf,1437,105,1542,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Arnulf,965,72,1037,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Arnulf,1453,106,1559,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Arnulf,1414,113,1527,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Arnulf,1135,83,1218,10.3,16.8,0.0,89,3.3
2025.09.28,00:00,23.59,Arnulf,971,78,1049,9.3,16.2,0.0,80,2.7
2025.09.29,00:00,23.59,Arnulf,1562,103,1665,8.5,15.5,0.8,98,0.9
2025.09.30,00:00,23.59,Arnulf,1155,102,1257,7.5,13.1,5.2,100,0.2
2025.09.01,00:00,23.59,Olympia,905,560,1465,11.7,23.0,8.3,76,6.4
2025.09.02,00:00,23.59,Olympia,703,419,1122,12.9,19.1,0.5,76,2.4
2025.09.03,00:00,23.59,Olympia,1289,1199,2488,11.8,25.1,0.0,49,9.7
2025.09.04,00:00,23.59,Olympia,1384,1366,2750,14.8,26.9,22.4,60,11.5
2025.09.05,00:00,23.59,Olympia,514,470,984,10.8,16.0,7.7,78,1.6
2025.09.06,00:00,23.59,Olympia,1206,1114,2320,8.0,21.3,0.0,23,12.6
2025.09.07,00:00,23.59,Olympia,1480,1322,2802,9.3,22.9,0.0,94,11.3
2025.09.08,00:00,23.59,Olympia,1335,1354,2689,10.3,23.2,0.0,85,5.6
2025.09.09,00:00,23.59,Olympia,1031,990,2021,12.1,17.8,1.7,86,2.3
2025.09.10,00:00,23.59,Olympia,777,757,1534,11.8,14.2,6.4,86,1.9
2025.09.11,00:00,23.59,Olympia,1299,1252,2551,11.3,21.1,0.7,88,3.2
2025.09.12,00:00,23.59,Olympia,1109,1091,2200,13.4,17.3,0.0,98,1.2
2025.09.13,00:00,23.59,Olympia,1170,1088,2258,11.7,21.5,6.2,93,7.2
2025.09.14,00:00,23.59,Olympia,729,631,1360,11.7,17.1,4.3,94,2.1
2025.09.15,00:00,23.59,Olympia,1495,1541,3036,14.9,25.7,3.5,65,10.9
2025.09.16,00:00,23.59,Olympia,1369,1362,2731,11.6,18.8,0.0,88,6.3
2025.09.17,00:00,23.59,Olympia,1385,1390,2775,10.2,18.7,0.0,69,6.4
2025.09.18,00:00,23.59,Olympia,1639,1698,3337,12.1,25.6,0.0,18,12.1
2025.09.19,00:00,23.59,Olympia,1736,1785,3521,10.5,28.7,0.0,0,12.1
2025.09.20,00:00,23.59,Olympia,1297,1282,2579,12.9,30.7,0.0,24,11.5
2025.09.21,00:00,23.59,Olympia,1343,1319,2662,15.0,28.1,0.5,45,10.5
2025.09.22,00:00,23.59,Olympia,798,845,1643,9.3,15.6,0.9,99,0.0
2025.09.23,00:00,23.59,Olympia,988,1011,1999,9.2,13.1,3.4,100,0.0
2025.09.24,00:00,23.59,Olympia,613,590,1203,8.6,10.7,7.5,96,0.0
2025.09.25,00:00,23.59,Olympia,929,937,1866,9.2,15.0,0.3,89,2.7
2025.09.26,00:00,23.59,Olympia,943,982,1925,10.7,15.5,0.0,98,0.6
2025.09.27,00:00,23.59,Olympia,826,790,1616,10.3,16.8,0.0,89,3.3
