_id,datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
1782,2014-11-18,Margareten,00:00,23:59,559,589,1148,4.8,7.1,18.1,100,0,NA
1783,2014-11-19,Margareten,00:00,23:59,903,961,1864,2.7,7.1,0.1,100,0,NA
1784,2014-11-20,Margareten,00:00,23:59,1281,1287,2568,0.7,7,0,91,0.6,NA
1785,2014-11-21,Margareten,00:00,23:59,1186,1228,2414,-0.5,5.7,0,91,0,NA
1786,2014-11-22,Margareten,00:00,23:59,805,831,1636,1.2,9,0.2,66,3.2,NA
1787,2014-11-23,Margareten,00:00,23:59,471,443,914,0.9,3.9,0,98,0,NA
1788,2014-11-24,Margareten,00:00,23:59,1319,1325,2644,1.8,7.7,0,94,1.2,NA
1789,2014-11-25,Margareten,00:00,23:59,1277,1306,2583,3.5,8.2,0,89,1,NA
1790,2014-11-26,Margareten,00:00,23:59,1151,1179,2330,2.5,3.5,0,100,0,NA
1791,2014-11-27,Margareten,00:00,23:59,1125,1119,2244,1.3,5.8,0,91,2.2,NA
1792,2014-11-28,Margareten,00:00,23:59,1101,1104,2205,0.3,1.6,0,100,0,NA
1793,2014-11-29,Margareten,00:00,23:59,608,630,1238,0.5,1.6,0,100,0,NA
1794,2014-11-30,Margareten,00:00,23:59,436,384,820,0.7,2.2,0,100,0,NA
1795,2014-12-01,Margareten,00:00,23:59,867,918,1785,2,3.6,1.1,100,0,NA
1796,2014-12-02,Margareten,00:00,23:59,912,976,1888,1.7,2.7,0.4,100,0,NA
1797,2014-12-03,Margareten,00:00,23:59,1061,1128,2189,1.5,2.6,0,100,0,NA
1798,2014-12-04,Margareten,00:00,23:59,1070,1077,2147,2.4,3.5,0,100,0,NA
1799,2014-12-05,Margareten,00:00,23:59,980,1021,2001,1.5,2.9,0,100,0,NA
1800,2014-12-06,Margareten,00:00,23:59,539,551,1090,1.5,3.3,1.2,100,0,NA
1801,2014-12-07,Margareten,00:00,23:59,306,312,618,2.5,3.9,0.7,100,0,NA
1802,2014-12-08,Margareten,00:00,23:59,810,851,1661,-1.5,3.6,0.2,98,0,NA
1803,2014-12-09,Margareten,00:00,23:59,1047,1118,2165,-4,-0.3,0,93,0,NA
1804,2014-12-10,Margareten,00:00,23:59,994,1014,2008,-2.4,3.1,0.7,96,0.5,NA
1805,2014-12-11,Margareten,00:00,23:59,939,974,1913,2.1,7,0,91,0.4,NA
1806,2014-12-12,Margareten,00:00,23:59,1079,1107,2186,-0.4,9.4,0,85,4.8,NA
1807,2014-12-13,Margareten,00:00,23:59,754,779,1533,-0.6,10.7,0,79,1.7,NA
1808,2014-12-14,Margareten,00:00,23:59,573,594,1167,2.2,12.9,0,88,1.4,NA
1809,2014-12-15,Margareten,00:00,23:59,1023,1064,2087,4.6,9.7,0.2,100,0,NA
1810,2014-12-16,Margareten,00:00,23:59,777,797,1574,4.7,8,1.6,100,0,NA
1811,2014-12-17,Margareten,00:00,23:59,891,950,1841,2.2,6.1,7.2,98,0.1,NA
1812,2014-12-18,Margareten,00:00,23:59,853,948,1801,5.7,11.5,1.4,98,0,NA
1813,2014-12-19,Margareten,00:00,23:59,1063,1131,2194,7.7,13.4,9,79,4.5,NA
1814,2014-12-20,Margareten,00:00,23:59,599,590,1189,1.9,8.1,3.5,74,2.7,NA
1815,2014-12-21,Margareten,00:00,23:59,438,460,898,1.2,6.2,0,93,3,NA
1816,2014-12-22,Margareten,00:00,23:59,1000,1057,2057,2,9.8,0,83,4.4,NA
1817,2014-12-23,Margareten,00:00,23:59,951,974,1925,-2.9,11.9,0,56,6.7,NA
1818,2014-12-24,Margareten,00:00,23:59,385,410,795,-4.6,8.3,0,31,6.5,NA
1819,2014-12-25,Margareten,00:00,23:59,132,156,288,1.6,8,1.2,96,0,NA
1820,2014-12-26,Margareten,00:00,23:59,106,115,221,-6.5,2.4,1.7,71,1.7,NA
1821,2014-12-27,Margareten,00:00,23:59,105,120,225,-4.2,1.7,2.9,91,0,NA
1822,2014-12-28,Margareten,00:00,23:59,62,49,111,-15.6,0.4,0.2,81,0,NA
1823,2014-12-29,Margareten,00:00,23:59,52,47,99,-16.1,-3.3,0.2,88,0,NA
1824,2014-12-30,Margareten,00:00,23:59,15,36,51,-5.3,-0.5,3.4,100,0,NA
1825,2014-12-31,Margareten,00:00,23:59,55,51,106,-2.5,0.1,0,98,0,NA
1826,2014-01-01,Olympia,00:00,23:59,140,148,288,-5.6,1.8,0,85,1.6,NA
1827,2014-01-02,Olympia,00:00,23:59,223,221,444,-3.9,5.9,0,78,0,NA
1828,2014-01-03,Olympia,00:00,23:59,298,265,563,-4,8,0,75,1.8,NA
1829,2014-01-04,Olympia,00:00,23:59,179,190,369,1,5.9,3,98,0,NA
1830,2014-01-05,Olympia,00:00,23:59,207,199,406,-0.6,5.9,1.2,94,0.2,NA
1831,2014-01-06,Olympia,00:00,23:59,468,459,927,-4.2,8.2,0,45,6.9,NA
1832,2014-01-07,Olympia,00:00,23:59,742,743,1485,-0.4,14.1,0.8,58,0,NA
1833,2014-01-08,Olympia,00:00,23:59,751,774,1525,-0.4,14.5,0,66,4.9,NA
1834,2014-01-09,Olympia,00:00,23:59,687,736,1423,-2.2,14.5,5.5,83,2,NA
1835,2014-01-10,Olympia,00:00,23:59,543,544,1087,-2.5,7.4,0,66,3.8,NA
1836,2014-01-11,Olympia,00:00,23:59,320,324,644,-4,7.6,1.1,80,1.3,NA
1837,2014-01-12,Olympia,00:00,23:59,498,449,947,-4.6,6.2,0,65,4.7,NA
1838,2014-01-13,Olympia,00:00,23:59,644,611,1255,-6.6,3.1,0.3,75,2.2,NA
1839,2014-01-14,Olympia,00:00,23:59,349,355,704,-0.2,2.4,9.1,99,0,NA
1840,2014-01-15,Olympia,00:00,23:59,494,527,1021,-0.5,4.2,0,71,4.3,NA
1841,2014-01-16,Olympia,00:00,23:59,574,553,1127,-0.7,6,0,94,0.3,NA
1842,2014-01-17,Olympia,00:00,23:59,340,383,723,1.9,5.9,5,98,0,NA
1843,2014-01-18,Olympia,00:00,23:59,228,257,485,0.3,3.1,0,100,0,NA
1844,2014-01-19,Olympia,00:00,23:59,278,285,563,1,2.8,0,99,0,NA
1845,2014-01-20,Olympia,00:00,23:59,485,511,996,0.7,3.3,2.7,100,0,NA
1846,2014-01-21,Olympia,00:00,23:59,290,331,621,0.6,3.3,3.3,99,0,NA
1847,2014-01-22,Olympia,00:00,23:59,516,526,1042,1.8,4.4,0,98,0,NA
1848,2014-01-23,Olympia,00:00,23:59,511,543,1054,-1,6,2.8,90,2,NA
1849,2014-01-24,Olympia,00:00,23:59,342,330,672,0.6,4,1,96,0,NA
1850,2014-01-25,Olympia,00:00,23:59,305,285,590,-0.2,3.3,3.3,96,0.2,NA
1851,2014-01-26,Olympia,00:00,23:59,163,139,302,-0.3,2.4,6.1,91,0,NA
1852,2014-01-27,Olympia,00:00,23:59,366,339,705,-2.1,3,0.6,90,0.2,NA
1853,2014-01-28,Olympia,00:00,23:59,485,474,959,-6,-0.4,0,88,0,NA
1854,2014-01-29,Olympia,00:00,23:59,415,412,827,-3.1,-0.7,0,100,0,NA
1855,2014-01-30,Olympia,00:00,23:59,370,361,731,-3.9,-0.4,0,96,0,NA
1856,2014-01-31,Olympia,00:00,23:59,379,386,765,-5.3,1.8,0,68,2.1,NA
1857,2014-02-01,Olympia,00:00,23:59,371,352,723,-6.6,4.7,0,53,6,NA
1858,2014-02-02,Olympia,00:00,23:59,177,166,343,-3.4,2.4,4,96,0,NA
1859,2014-02-03,Olympia,00:00,23:59,421,387,808,-0.5,0.7,0,100,0,NA
1860,2014-02-04,Olympia,00:00,23:59,464,494,958,-0.8,1.2,0,100,0,NA
1861,2014-02-05,Olympia,00:00,23:59,473,508,981,-1.8,3.9,0,99,0,NA
1862,2014-02-06,Olympia,00:00,23:59,628,610,1238,1.8,10.5,0,49,8.9,NA
1863,2014-02-07,Olympia,00:00,23:59,450,421,871,-1.2,13,0,74,2.8,NA
1864,2014-02-08,Olympia,00:00,23:59,532,473,1005,-1.8,10.6,0.1,76,6.1,NA
1865,2014-02-09,Olympia,00:00,23:59,220,230,450,-2.1,6.9,0.5,74,0.1,NA
1866,2014-02-10,Olympia,00:00,23:59,377,430,807,-4.5,9.5,0.2,73,0,NA
1867,2014-02-11,Olympia,00:00,23:59,525,508,1033,-3.6,8,0,59,3.5,NA
1868,2014-02-12,Olympia,00:00,23:59,493,473,966,-5.9,5.8,0.5,41,3.8,NA
1869,2014-02-13,Olympia,00:00,23:59,457,437,894,-3.3,10,0.3,76,4.6,NA
1870,2014-02-14,Olympia,00:00,23:59,501,488,989,-0.9,8.9,0,53,6.9,NA
1871,2014-02-15,Olympia,00:00,23:59,690,691,1381,-0.4,16.8,1,86,4.8,NA
1872,2014-02-16,Olympia,00:00,23:59,256,253,509,3.1,6.8,0.3,99,0,NA
1873,2014-02-17,Olympia,00:00,23:59,503,526,1029,-2.1,8.7,0,70,5,NA
1874,2014-02-18,Olympia,00:00,23:59,596,611,1207,-3.4,7.7,0.3,81,4.2,NA
1875,2014-02-19,Olympia,00:00,23:59,438,443,881,-0.7,8.2,0.1,98,0,NA
1876,2014-02-20,Olympia,00:00,23:59,533,588,1121,-3.1,10.5,0.2,51,5.5,NA
1877,2014-02-21,Olympia,00:00,23:59,309,307,616,-4.7,8,2.6,88,0,NA
1878,2014-02-22,Olympia,00:00,23:59,405,394,799,-1.2,8.8,0,69,4.2,NA
1879,2014-02-23,Olympia,00:00,23:59,609,575,1184,-0.4,9.2,0,45,5.7,NA
1880,2014-02-24,Olympia,00:00,23:59,630,658,1288,-3.5,11.6,0,6,10.4,NA
1881,2014-02-25,Olympia,00:00,23:59,718,701,1419,-6.2,12.4,0,31,9.2,NA
1882,2014-02-26,Olympia,00:00,23:59,638,621,1259,-4,11.8,0,76,7.5,NA
1883,2014-02-27,Olympia,00:00,23:59,516,593,1109,-1.4,8.5,1.1,78,4.7,NA
1884,2014-02-28,Olympia,00:00,23:59,597,620,1217,-2.6,11,0,61,8.7,NA
1885,2014-03-01,Olympia,00:00,23:59,303,306,609,-5.6,6.6,0,63,3.7,NA
1886,2014-03-02,Olympia,00:00,23:59,238,208,446,-2.2,7.2,0,85,0,NA
1887,2014-03-03,Olympia,00:00,23:59,530,551,1081,-1.6,9.8,0,84,4,NA
1888,2014-03-04,Olympia,00:00,23:59,388,405,793,0,7.9,0,91,1.4,NA
1889,2014-03-05,Olympia,00:00,23:59,416,411,827,1,10,1.6,89,1.9,NA
1890,2014-03-06,Olympia,00:00,23:59,487,525,1012,-3.7,10.1,0,43,5,NA
1891,2014-03-07,Olympia,00:00,23:59,529,590,1119,-4.4,11.4,0,24,9.7,NA
1892,2014-03-08,Olympia,00:00,23:59,661,694,1355,-2.3,13.3,0,25,9.9,NA
1893,2014-03-09,Olympia,00:00,23:59,907,952,1859,-4,14.8,0,5,10.9,NA
1894,2014-03-10,Olympia,00:00,23:59,787,810,1597,-2.3,13.6,0,15,10.9,NA
1895,2014-03-11,Olympia,00:00,23:59,718,746,1464,-5,13.6,0,40,10.2,NA
1896,2014-03-12,Olympia,00:00,23:59,907,897,1804,-4.2,16.2,0,0,11,NA
1897,2014-03-13,Olympia,00:00,23:59,810,862,1672,-4,16.6,0,0,11.2,NA
1898,2014-03-14,Olympia,00:00,23:59,799,858,1657,-3.1,17.5,0,0,10.7,NA
1899,2014-03-15,Olympia,00:00,23:59,277,264,541,2.6,12.8,0.7,79,0.8,NA
1900,2014-03-16,Olympia,00:00,23:59,336,289,625,5.5,12.7,0.1,95,0,NA
1901,2014-03-17,Olympia,00:00,23:59,921,996,1917,1.2,18,0,43,10.5,NA
1902,2014-03-18,Olympia,00:00,23:59,1025,1011,2036,-1.1,19.1,0,69,9.1,NA
1903,2014-03-19,Olympia,00:00,23:59,718,751,1469,0.1,13.5,0.1,80,1.9,NA
1904,2014-03-20,Olympia,00:00,23:59,1055,1066,2121,-2.8,19.5,0,39,11.4,NA
1905,2014-03-21,Olympia,00:00,23:59,1036,1023,2059,-1.6,21.7,0,56,10.7,NA
1906,2014-03-22,Olympia,00:00,23:59,606,564,1170,2,18.4,8.5,90,4.6,NA
1907,2014-03-23,Olympia,00:00,23:59,112,104,216,2.4,5.6,7.8,100,0,NA
1908,2014-03-24,Olympia,00:00,23:59,445,438,883,1.9,7.5,0.7,94,2.3,NA
1909,2014-03-25,Olympia,00:00,23:59,500,462,962,-3.4,7.8,0,70,3.4,NA
1910,2014-03-26,Olympia,00:00,23:59,649,649,1298,-4,10.2,0,56,8.3,NA
1911,2014-03-27,Olympia,00:00,23:59,808,840,1648,-2.3,14.1,0,28,11.9,NA
1912,2014-03-28,Olympia,00:00,23:59,828,869,1697,-1.4,15.4,0,19,11.3,NA
1913,2014-03-29,Olympia,00:00,23:59,942,949,1891,-0.6,17.3,0,11,11.9,NA
1914,2014-03-30,Olympia,00:00,23:59,1163,1077,2240,-2.6,19.7,0,40,10.8,NA
1915,2014-03-31,Olympia,00:00,23:59,883,903,1786,-0.8,18.2,0,85,3.6,NA
1916,2014-04-01,Olympia,00:00,23:59,1056,1051,2107,1,18.2,0,86,8.9,NA
1917,2014-04-02,Olympia,00:00,23:59,1108,1146,2254,0.8,21.2,0,54,10.4,NA
1918,2014-04-03,Olympia,00:00,23:59,1075,1086,2161,2,21.3,0,84,6.3,NA
1919,2014-04-04,Olympia,00:00,23:59,840,806,1646,5.9,17.6,0,90,2.6,NA
1920,2014-04-05,Olympia,00:00,23:59,713,729,1442,3.8,15.8,0,89,0.4,NA
1921,2014-04-06,Olympia,00:00,23:59,823,815,1638,4.6,16.6,5.3,75,1.1,NA
1922,2014-04-07,Olympia,00:00,23:59,1396,1405,2801,4.6,20.2,0.5,66,10.2,NA
1923,2014-04-08,Olympia,00:00,23:59,793,861,1654,6,16.2,1.9,90,0.2,NA
1924,2014-04-09,Olympia,00:00,23:59,1137,1196,2333,4,13,0.4,70,7.3,NA
1925,2014-04-10,Olympia,00:00,23:59,659,695,1354,6.7,10.9,0,99,0,NA
1926,2014-04-11,Olympia,00:00,23:59,1081,1106,2187,1.7,13.6,0,73,3.4,NA
1927,2014-04-12,Olympia,00:00,23:59,1158,1167,2325,-0.3,17.1,0,73,8.5,NA
1928,2014-04-13,Olympia,00:00,23:59,936,946,1882,3.9,16.8,0,64,5.8,NA
1929,2014-04-14,Olympia,00:00,23:59,817,799,1616,4.6,12.5,0.8,74,3.3,NA
1930,2014-04-15,Olympia,00:00,23:59,752,765,1517,2.2,6.1,0,88,0.5,NA
1931,2014-04-16,Olympia,00:00,23:59,810,812,1622,-1.8,10.2,0,66,2.8,NA
1932,2014-04-17,Olympia,00:00,23:59,689,678,1367,-5.3,11.8,0,29,12.3,NA
1933,2014-04-18,Olympia,00:00,23:59,151,162,313,-3.7,9.9,6.8,89,0.1,NA
1934,2014-04-19,Olympia,00:00,23:59,228,268,496,3.7,15.5,0,80,4.6,NA
1935,2014-04-20,Olympia,00:00,23:59,626,610,1236,3.6,15.9,0,49,9.1,NA
1936,2014-04-21,Olympia,00:00,23:59,590,536,1126,2.4,17.2,10.8,85,3.7,NA
1937,2014-04-22,Olympia,00:00,23:59,722,703,1425,5.8,18.8,0,74,5.7,NA
1938,2014-04-23,Olympia,00:00,23:59,1346,1337,2683,3.1,20.4,0,15,12.8,NA
1939,2014-04-24,Olympia,00:00,23:59,1542,1475,3017,3.2,20.5,0,19,12.3,NA
1940,2014-04-25,Olympia,00:00,23:59,1287,1304,2591,5.4,21,0,33,12.7,NA
1941,2014-04-26,Olympia,00:00,23:59,937,900,1837,7.7,19.1,2.3,71,6.1,NA
1942,2014-04-27,Olympia,00:00,23:59,317,303,620,8.2,12.3,3.6,99,0,NA
1943,2014-04-28,Olympia,00:00,23:59,774,804,1578,6.7,14,0,91,1.7,NA
1944,2014-04-29,Olympia,00:00,23:59,974,997,1971,4.8,15.9,0,79,1.8,NA
1945,2014-04-30,Olympia,00:00,23:59,1153,1189,2342,3.1,19.2,0,63,9.2,NA
1946,2014-05-01,Olympia,00:00,23:59,1031,989,2020,10,18.8,15.9,74,5.9,NA
1947,2014-05-02,Olympia,00:00,23:59,565,568,1133,8.1,16.8,0.2,93,1.4,NA
1948,2014-05-03,Olympia,00:00,23:59,286,297,583,5.2,8.1,0,100,0,NA
1949,2014-05-04,Olympia,00:00,23:59,825,871,1696,1,12.8,0,66,7.3,NA
1950,2014-05-05,Olympia,00:00,23:59,1362,1308,2670,-0.7,16.9,0,54,13,NA
1951,2014-05-06,Olympia,00:00,23:59,1441,1464,2905,1.1,22.7,0,85,9,NA
1952,2014-05-07,Olympia,00:00,23:59,597,573,1170,0,0,0,90,0,NA
1953,2014-05-08,Olympia,00:00,23:59,1341,1115,2456,8,19.5,2.7,84,7.8,NA
1954,2014-05-09,Olympia,00:00,23:59,717,631,1348,11.4,20.1,3.8,85,3,NA
1955,2014-05-10,Olympia,00:00,23:59,881,937,1818,10.3,20.3,2.3,85,6,NA
1956,2014-05-11,Olympia,00:00,23:59,709,791,1500,7.4,17.3,0,78,4.2,NA
1957,2014-05-12,Olympia,00:00,23:59,876,898,1774,7,13.5,1.8,76,7.3,NA
1958,2014-05-13,Olympia,00:00,23:59,832,807,1639,5.8,13.5,10.4,88,4.9,NA
1959,2014-05-14,Olympia,00:00,23:59,733,656,1389,5.7,12.9,0,75,5.7,NA
1960,2014-05-15,Olympia,00:00,23:59,903,756,1659,2.5,13.1,0.4,86,2,NA
1961,2014-05-16,Olympia,00:00,23:59,732,568,1300,7.2,13.1,7.4,91,1.2,NA
1962,2014-05-17,Olympia,00:00,23:59,422,427,849,7.8,14.9,1.2,98,2.2,NA
1963,2014-05-18,Olympia,00:00,23:59,1012,982,1994,5.4,17.6,0,65,4.4,NA
1964,2014-05-19,Olympia,00:00,23:59,1428,1330,2758,4.4,23,0,48,7.6,NA
1965,2014-05-20,Olympia,00:00,23:59,1720,1594,3314,5.5,24.6,0,35,12.9,NA
1966,2014-05-21,Olympia,00:00,23:59,1835,1744,3579,6.8,26.2,0,60,13.3,NA
1967,2014-05-22,Olympia,00:00,23:59,1720,1736,3456,10.1,28.8,0,41,12.8,NA
1968,2014-05-23,Olympia,00:00,23:59,1153,1148,2301,9.3,16.8,3.8,73,2.6,NA
1969,2014-05-24,Olympia,00:00,23:59,1315,1306,2621,7.1,19.9,0,31,10,NA
1970,2014-05-25,Olympia,00:00,23:59,1891,2060,3951,6,23.9,0.5,60,9.7,NA
1971,2014-05-26,Olympia,00:00,23:59,1004,1037,2041,13.2,23.5,32.1,90,4.7,NA
1972,2014-05-27,Olympia,00:00,23:59,693,723,1416,12,17,10,91,0.3,NA
1973,2014-05-28,Olympia,00:00,23:59,820,843,1663,10.6,15.4,0.8,98,0.2,NA
1974,2014-05-29,Olympia,00:00,23:59,579,537,1116,8.2,15.5,7.8,98,1.7,NA
1975,2014-05-30,Olympia,00:00,23:59,592,578,1170,2.8,12.1,0,71,0.9,NA
1976,2014-05-31,Olympia,00:00,23:59,1023,979,2002,0.8,18.3,0,38,8.4,NA
1977,2014-06-01,Olympia,00:00,23:59,1114,1038,2152,5.1,19.7,0,54,8.9,NA
1978,2014-06-02,Olympia,00:00,23:59,1213,1393,2606,3.9,20,0,51,8,NA
1979,2014-06-03,Olympia,00:00,23:59,1405,1451,2856,6.1,20.6,0.3,36,8.8,NA
1980,2014-06-04,Olympia,00:00,23:59,1195,1401,2596,5.3,22.1,3,65,9.3,NA
1981,2014-06-05,Olympia,00:00,23:59,1337,1467,2804,8.4,24,0,63,7.9,NA
1982,2014-06-06,Olympia,00:00,23:59,1427,1434,2861,5.7,25.7,0,25,14.3,NA
1983,2014-06-07,Olympia,00:00,23:59,1106,1281,2387,8.5,28.5,0,31,14.1,NA
1984,2014-06-08,Olympia,00:00,23:59,1084,718,1802,10.6,30.1,0,4,14.7,NA
1985,2014-06-09,Olympia,00:00,23:59,1062,681,1743,11.1,31.3,0,4,14,NA
1986,2014-06-10,Olympia,00:00,23:59,1345,1457,2802,12.2,32.5,0,31,13.4,NA
1987,2014-06-11,Olympia,00:00,23:59,1384,1366,2750,17.2,30,0,61,11.2,NA
1988,2014-06-12,Olympia,00:00,23:59,1416,1426,2842,15,27.7,0,60,13.3,NA
1989,2014-06-13,Olympia,00:00,23:59,1185,1310,2495,13.2,25.2,0,64,8.7,NA
1990,2014-06-14,Olympia,00:00,23:59,891,760,1651,10.5,21.6,0,70,6.9,NA
1991,2014-06-15,Olympia,00:00,23:59,1268,1131,2399,8.2,21,0,48,11,NA
1992,2014-06-16,Olympia,00:00,23:59,1388,1466,2854,9.7,21.8,0,41,0,NA
1993,2014-06-17,Olympia,00:00,23:59,1145,1485,2630,9.8,21.5,0,86,4.6,NA
1994,2014-06-18,Olympia,00:00,23:59,1494,1594,3088,9.1,23.8,0,34,13.9,NA
1995,2014-06-19,Olympia,00:00,23:59,968,692,1660,8,24.4,1.7,50,13.7,NA
1996,2014-06-20,Olympia,00:00,23:59,521,681,1202,6.5,18.1,0.7,79,3.8,NA
1997,2014-06-21,Olympia,00:00,23:59,935,936,1871,6.3,20.9,0,51,10.4,NA
1998,2014-06-22,Olympia,00:00,23:59,1227,776,2003,6,25.1,0,38,14.8,NA
1999,2014-06-23,Olympia,00:00,23:59,1256,1618,2874,7.5,25.4,3.8,51,11.7,NA
2000,2014-06-24,Olympia,00:00,23:59,767,916,1683,12.6,21.9,0.8,65,7.3,NA
2001,2014-06-25,Olympia,00:00,23:59,921,1465,2386,8.6,19.2,12,66,4,NA
2002,2014-06-26,Olympia,00:00,23:59,1155,1530,2685,4.4,21.9,0,24,14,NA
2003,2014-06-27,Olympia,00:00,23:59,1237,1585,2822,7.1,25.9,0,68,11.7,NA
2004,2014-06-28,Olympia,00:00,23:59,628,553,1181,15,28,8.5,85,8.8,NA
2005,2014-06-29,Olympia,00:00,23:59,96,117,213,11.6,16.8,12.9,100,0,NA
2006,2014-06-30,Olympia,00:00,23:59,513,595,1108,9.2,17.9,5.9,81,3.5,NA
2007,2014-07-01,Olympia,00:00,23:59,1196,1118,2314,7.6,21.7,0,56,9.1,NA
2008,2014-07-02,Olympia,00:00,23:59,644,714,1358,9.4,17.8,3.8,75,0.7,NA
2009,2014-07-03,Olympia,00:00,23:59,1593,1577,3170,7.8,25.2,0,40,14.9,NA
2010,2014-07-04,Olympia,00:00,23:59,1940,1806,3746,7.6,27.7,0,64,11,NA
2011,2014-07-05,Olympia,00:00,23:59,1023,1056,2079,15.3,24.7,5.6,85,3.5,NA
2012,2014-07-06,Olympia,00:00,23:59,1851,1751,3602,13,28.8,6.8,48,14.4,NA
2013,2014-07-07,Olympia,00:00,23:59,1220,1275,2495,15,25.3,0.4,85,0,NA
2014,2014-07-08,Olympia,00:00,23:59,686,648,1334,12.7,20.4,16.9,95,0,NA
2015,2014-07-09,Olympia,00:00,23:59,512,622,1134,11.1,14.9,1.2,96,0,NA
2016,2014-07-10,Olympia,00:00,23:59,890,941,1831,10.6,16,5.6,100,0,NA
2017,2014-07-11,Olympia,00:00,23:59,1087,1125,2212,12.3,21.2,0,85,2.9,NA
2018,2014-07-12,Olympia,00:00,23:59,829,838,1667,14.1,21.6,8.7,90,2.8,NA
2019,2014-07-13,Olympia,00:00,23:59,2000,1417,3417,14.1,23.5,0.1,85,7.1,NA
2020,2014-07-14,Olympia,00:00,23:59,1279,1603,2882,12.5,23.8,0,74,9.3,NA
2021,2014-07-15,Olympia,00:00,23:59,2735,2340,5075,12.9,25.4,0,59,12.6,NA
2022,2014-07-16,Olympia,00:00,23:59,1953,1910,3863,12.5,27.6,0,48,11.9,NA
2023,2014-07-17,Olympia,00:00,23:59,1910,1849,3759,14,27.9,0,39,9.7,NA
2024,2014-07-18,Olympia,00:00,23:59,1837,1676,3513,12,29.3,0,13,14.3,NA
2025,2014-07-19,Olympia,00:00,23:59,1562,1041,2603,11.2,31.3,0,25,14.1,NA
2026,2014-07-20,Olympia,00:00,23:59,1406,1322,2728,13.9,31.5,0.2,74,7.9,NA
2027,2014-07-21,Olympia,00:00,23:59,573,627,1200,15.9,20.2,58,95,1.1,NA
2028,2014-07-22,Olympia,00:00,23:59,561,652,1213,14.5,22,8,96,0.5,NA
2029,2014-07-23,Olympia,00:00,23:59,1741,1818,3559,12.4,26.3,0,49,10.3,NA
2030,2014-07-24,Olympia,00:00,23:59,1364,1755,3119,9.7,24.9,2,48,9.7,NA
2031,2014-07-25,Olympia,00:00,23:59,1766,1783,3549,10.1,26.7,0,40,11.9,NA
2032,2014-07-26,Olympia,00:00,23:59,347,288,635,11.4,27,4.5,83,8.1,NA
2033,2014-07-27,Olympia,00:00,23:59,1288,1409,2697,14.7,23.7,2,69,2.6,NA
2034,2014-07-28,Olympia,00:00,23:59,1273,1329,2602,14.3,26,0,69,8.2,NA
2035,2014-07-29,Olympia,00:00,23:59,913,860,1773,13.6,23.4,13.9,89,0.3,NA
2036,2014-07-30,Olympia,00:00,23:59,581,571,1152,17.4,21,11.6,100,0,NA
2037,2014-07-31,Olympia,00:00,23:59,1396,1453,2849,12,22.8,0,75,2.8,NA
2038,2014-08-01,Olympia,00:00,23:59,1442,1423,2865,10.7,24.8,0,54,6.4,NA
2039,2014-08-02,Olympia,00:00,23:59,855,923,1778,13.5,27.7,9.4,66,8.4,NA
2040,2014-08-03,Olympia,00:00,23:59,1430,1663,3093,13.8,25.8,0,59,7.5,NA
2041,2014-08-04,Olympia,00:00,23:59,1406,1365,2771,15.9,26.1,5.2,65,8.5,NA
2042,2014-08-05,Olympia,00:00,23:59,808,794,1602,13.9,22.3,0.6,75,3.7,NA
2043,2014-08-06,Olympia,00:00,23:59,1468,1484,2952,11.8,24.4,0.4,41,12.2,NA
2044,2014-08-07,Olympia,00:00,23:59,1326,1289,2615,12.6,24.4,0,75,4,NA
2045,2014-08-08,Olympia,00:00,23:59,1548,1568,3116,11.3,26.2,0,33,13,NA
2046,2014-08-09,Olympia,00:00,23:59,960,966,1926,13.2,25.6,0,61,5.9,NA
2047,2014-08-10,Olympia,00:00,23:59,1473,1477,2950,12.1,28.7,5.3,78,8,NA
2048,2014-08-11,Olympia,00:00,23:59,330,319,649,14.5,18.6,13.3,95,0,NA
2049,2014-08-12,Olympia,00:00,23:59,1085,1094,2179,13.2,20.9,0,85,6.2,NA
2050,2014-08-13,Olympia,00:00,23:59,369,345,714,13.6,17.2,8.7,94,0.1,NA
2051,2014-08-14,Olympia,00:00,23:59,818,810,1628,10,18.9,0,78,3.9,NA
2052,2014-08-15,Olympia,00:00,23:59,739,690,1429,10.5,19.5,0.6,79,5.8,NA
2053,2014-08-16,Olympia,00:00,23:59,429,454,883,11,17.5,1.2,81,3.4,NA
2054,2014-08-17,Olympia,00:00,23:59,1469,1381,2850,8.2,22,0,35,12.9,NA
2055,2014-08-18,Olympia,00:00,23:59,1035,1016,2051,8.6,22.1,0.6,73,6.1,NA
2056,2014-08-19,Olympia,00:00,23:59,880,843,1723,10.3,21.4,0,78,3.6,NA
2057,2014-08-20,Olympia,00:00,23:59,715,685,1400,11.8,17.3,0.2,95,0.1,NA
2058,2014-08-21,Olympia,00:00,23:59,1712,1518,3230,7.1,19.8,0,61,8.7,NA
2059,2014-08-22,Olympia,00:00,23:59,1127,1196,2323,6.2,21,0,60,6.5,NA
2060,2014-08-23,Olympia,00:00,23:59,964,972,1936,8.6,19.9,1.3,85,3.8,NA
2061,2014-08-24,Olympia,00:00,23:59,1006,1019,2025,7.1,17.8,0,69,8.8,NA
2062,2014-08-25,Olympia,00:00,23:59,792,619,1411,5,19.4,6.8,86,5.2,NA
