_id,datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
938,2014-07-27,Hirsch,00:00,23:59,228,262,490,14.7,23.7,2,69,2.6,NA
939,2014-07-28,Hirsch,00:00,23:59,661,736,1397,14.3,26,0,69,8.2,NA
940,2014-07-29,Hirsch,00:00,23:59,518,538,1056,13.6,23.4,13.9,89,0.3,NA
941,2014-07-30,Hirsch,00:00,23:59,362,446,808,17.4,21,11.6,100,0,NA
942,2014-07-31,Hirsch,00:00,23:59,503,464,967,12,22.8,0,75,2.8,NA
943,2014-08-01,Hirsch,00:00,23:59,605,693,1298,10.7,24.8,0,54,6.4,NA
944,2014-08-02,Hirsch,00:00,23:59,225,251,476,13.5,27.7,9.4,66,8.4,NA
945,2014-08-03,Hirsch,00:00,23:59,274,334,608,13.8,25.8,0,59,7.5,NA
946,2014-08-04,Hirsch,00:00,23:59,614,661,1275,15.9,26.1,5.2,65,8.5,NA
947,2014-08-05,Hirsch,00:00,23:59,421,426,847,13.9,22.3,0.6,75,3.7,NA
948,2014-08-06,Hirsch,00:00,23:59,646,705,1351,11.8,24.4,0.4,41,12.2,NA
949,2014-08-07,Hirsch,00:00,23:59,482,517,999,12.6,24.4,0,75,4,NA
950,2014-08-08,Hirsch,00:00,23:59,575,590,1165,11.3,26.2,0,33,13,NA
951,2014-08-09,Hirsch,00:00,23:59,233,226,459,13.2,25.6,0,61,5.9,NA
952,2014-08-10,Hirsch,00:00,23:59,318,356,674,12.1,28.7,5.3,78,8,NA
953,2014-08-11,Hirsch,00:00,23:59,127,154,281,14.5,18.6,13.3,95,0,NA
954,2014-08-12,Hirsch,00:00,23:59,480,527,1007,13.2,20.9,0,85,6.2,NA
955,2014-08-13,Hirsch,00:00,23:59,209,249,458,13.6,17.2,8.7,94,0.1,NA
956,2014-08-14,Hirsch,00:00,23:59,386,414,800,10,18.9,0,78,3.9,NA
957,2014-08-15,Hirsch,00:00,23:59,170,138,308,10.5,19.5,0.6,79,5.8,NA
958,2014-08-16,Hirsch,00:00,23:59,107,126,233,11,17.5,1.2,81,3.4,NA
959,2014-08-17,Hirsch,00:00,23:59,345,336,681,8.2,22,0,35,12.9,NA
960,2014-08-18,Hirsch,00:00,23:59,506,549,1055,8.6,22.1,0.6,73,6.1,NA
961,2014-08-19,Hirsch,00:00,23:59,367,396,763,10.3,21.4,0,78,3.6,NA
962,2014-08-20,Hirsch,00:00,23:59,400,435,835,11.8,17.3,0.2,95,0.1,NA
963,2014-08-21,Hirsch,00:00,23:59,514,560,1074,7.1,19.8,0,61,8.7,NA
964,2014-08-22,Hirsch,00:00,23:59,452,511,963,6.2,21,0,60,6.5,NA
965,2014-08-23,Hirsch,00:00,23:59,257,311,568,8.6,19.9,1.3,85,3.8,NA
966,2014-08-24,Hirsch,00:00,23:59,253,297,550,7.1,17.8,0,69,8.8,NA
967,2014-08-25,Hirsch,00:00,23:59,514,551,1065,5,19.4,6.8,86,5.2,NA
968,2014-08-26,Hirsch,00:00,23:59,234,246,480,11.7,21.1,2.5,91,2,NA
969,2014-08-27,Hirsch,00:00,23:59,272,319,591,6.9,17.9,11,71,2.2,NA
970,2014-08-28,Hirsch,00:00,23:59,544,548,1092,6.2,22.1,0,48,8.7,NA
971,2014-08-29,Hirsch,00:00,23:59,408,452,860,9.1,21.7,1.2,80,3.5,NA
972,2014-08-30,Hirsch,00:00,23:59,268,285,553,13.8,22.9,0,76,5.7,NA
973,2014-08-31,Hirsch,00:00,23:59,60,58,118,11.2,16.1,17.9,93,0,NA
974,2014-09-01,Hirsch,00:00,23:59,338,343,681,11.5,15.5,0,93,0.8,NA
975,2014-09-02,Hirsch,00:00,23:59,417,469,886,11.1,17.7,1,94,0.8,NA
976,2014-09-03,Hirsch,00:00,23:59,299,313,612,11.4,18.2,0,91,1.5,NA
977,2014-09-04,Hirsch,00:00,23:59,500,537,1037,11.4,22.6,0,76,4.7,NA
978,2014-09-05,Hirsch,00:00,23:59,453,472,925,11.4,21.3,0,79,1.6,NA
979,2014-09-06,Hirsch,00:00,23:59,312,347,659,11.9,25.3,0,58,7.6,NA
980,2014-09-07,Hirsch,00:00,23:59,357,373,730,10.9,25.4,0,31,9.6,NA
981,2014-09-08,Hirsch,00:00,23:59,615,603,1218,10.3,26,2.2,50,7.8,NA
982,2014-09-09,Hirsch,00:00,23:59,390,416,806,11.1,23,0,76,2.7,NA
983,2014-09-10,Hirsch,00:00,23:59,565,563,1128,8.8,20.2,0,65,4.6,NA
984,2014-09-11,Hirsch,00:00,23:59,486,503,989,8.5,18,7,73,2.8,NA
985,2014-09-12,Hirsch,00:00,23:59,138,172,310,9.7,13,4.1,100,0,NA
986,2014-09-13,Hirsch,00:00,23:59,138,169,307,11.2,15.1,0.9,99,0,NA
987,2014-09-14,Hirsch,00:00,23:59,107,111,218,14.1,17.2,0.3,100,0,NA
988,2014-09-15,Hirsch,00:00,23:59,511,515,1026,9.3,19.3,0,63,3.4,NA
989,2014-09-16,Hirsch,00:00,23:59,608,659,1267,9.4,18.7,0,58,4.1,NA
990,2014-09-17,Hirsch,00:00,23:59,676,682,1358,8.7,22.5,0,54,6.2,NA
991,2014-09-18,Hirsch,00:00,23:59,742,765,1507,8.2,24.1,0.1,68,10,NA
992,2014-09-19,Hirsch,00:00,23:59,630,665,1295,9.4,25.6,5.2,70,4.2,NA
993,2014-09-20,Hirsch,00:00,23:59,175,205,380,12.1,22.3,1.3,73,4.2,NA
994,2014-09-21,Hirsch,00:00,23:59,184,152,336,11,21.5,8,76,1.3,NA
995,2014-09-22,Hirsch,00:00,23:59,377,436,813,7.4,13.7,1.9,80,2.3,NA
996,2014-09-23,Hirsch,00:00,23:59,520,578,1098,2.2,14.6,0,50,6.3,NA
997,2014-09-24,Hirsch,00:00,23:59,560,640,1200,-0.1,19,2.6,63,6.7,NA
998,2014-09-25,Hirsch,00:00,23:59,304,326,630,6.6,15.9,0.1,89,1.2,NA
999,2014-09-26,Hirsch,00:00,23:59,473,518,991,8.2,17.6,0.1,84,2.9,NA
1000,2014-09-27,Hirsch,00:00,23:59,298,330,628,6.2,18.1,0,66,2.9,NA
1001,2014-09-28,Hirsch,00:00,23:59,390,453,843,5.4,19.6,0,75,4,NA
1002,2014-09-29,Hirsch,00:00,23:59,602,622,1224,7.2,19.5,0,65,5.2,NA
1003,2014-09-30,Hirsch,00:00,23:59,554,624,1178,7.6,19,19.3,89,0.1,NA
1004,2014-10-01,Hirsch,00:00,23:59,278,285,563,10.4,19.1,0.3,86,0.9,NA
1005,2014-10-02,Hirsch,00:00,23:59,548,527,1075,7.3,18.4,0,56,4.2,NA
1006,2014-10-03,Hirsch,00:00,23:59,312,281,593,6.7,18.4,0,35,6.1,NA
1007,2014-10-04,Hirsch,00:00,23:59,164,186,350,4.7,13.9,0,61,4.3,NA
1008,2014-10-05,Hirsch,00:00,23:59,250,282,532,6.8,15.2,0,86,0.4,NA
1009,2014-10-06,Hirsch,00:00,23:59,477,531,1008,5.9,12.6,0,81,0,NA
1010,2014-10-07,Hirsch,00:00,23:59,589,641,1230,9.2,21.4,0,86,5,NA
1011,2014-10-08,Hirsch,00:00,23:59,576,677,1253,8.7,19.9,0,81,3.6,NA
1012,2014-10-09,Hirsch,00:00,23:59,665,749,1414,6.1,24.8,0,30,10.6,NA
1013,2014-10-10,Hirsch,00:00,23:59,519,600,1119,8.3,21,0,63,4.7,NA
1014,2014-10-11,Hirsch,00:00,23:59,199,222,421,8.1,19.1,0.2,83,0.2,NA
1015,2014-10-12,Hirsch,00:00,23:59,377,392,769,8.4,18.4,0,91,4.9,NA
1016,2014-10-13,Hirsch,00:00,23:59,515,580,1095,6.9,17.7,5.2,79,0.4,NA
1017,2014-10-14,Hirsch,00:00,23:59,582,631,1213,7.5,19.2,1.3,60,8,NA
1018,2014-10-15,Hirsch,00:00,23:59,469,520,989,8.1,18.1,0.4,93,1.5,NA
1019,2014-10-16,Hirsch,00:00,23:59,343,385,728,12.4,19.3,7.3,94,1.5,NA
1020,2014-10-17,Hirsch,00:00,23:59,209,223,432,6.4,14.4,7.9,83,0,NA
1021,2014-10-18,Hirsch,00:00,23:59,355,400,755,4.4,17.3,0,44,6.3,NA
1022,2014-10-19,Hirsch,00:00,23:59,432,511,943,4.3,23.3,0,55,9.6,NA
1023,2014-10-20,Hirsch,00:00,23:59,526,602,1128,10.2,22.9,25.2,78,3.4,NA
1024,2014-10-21,Hirsch,00:00,23:59,332,377,709,7.3,17.1,10.4,86,2.1,NA
1025,2014-10-22,Hirsch,00:00,23:59,232,275,507,4.6,7.4,15.5,94,0,NA
1026,2014-10-23,Hirsch,00:00,23:59,245,255,500,6.7,8.2,0,100,0,NA
1027,2014-10-24,Hirsch,00:00,23:59,358,401,759,0.8,11.4,0,80,5.3,NA
1028,2014-10-25,Hirsch,00:00,23:59,144,161,305,0.5,9,4.3,91,1.1,NA
1029,2014-10-26,Hirsch,00:00,23:59,253,295,548,6.5,10.3,0,98,0,NA
1030,2014-10-27,Hirsch,00:00,23:59,360,387,747,5,6.6,0,100,0,NA
1031,2014-10-28,Hirsch,00:00,23:59,388,414,802,5.4,6.6,0,99,0,NA
1032,2014-10-29,Hirsch,00:00,23:59,392,429,821,1.3,13.1,0,73,3.5,NA
1033,2014-10-30,Hirsch,00:00,23:59,260,306,566,0.7,10.3,0,93,0,NA
1034,2014-10-31,Hirsch,00:00,23:59,365,425,790,4.1,12.9,0,85,1.3,NA
1035,2014-11-01,Hirsch,00:00,23:59,241,270,511,3.1,15,0,66,6.4,NA
1036,2014-11-02,Hirsch,00:00,23:59,367,384,751,1,17.9,0,53,8.5,NA
1037,2014-11-03,Hirsch,00:00,23:59,557,577,1134,0,15.2,0,43,9.2,NA
1038,2014-11-04,Hirsch,00:00,23:59,535,615,1150,1.3,21.6,0,55,7.3,NA
1039,2014-11-05,Hirsch,00:00,23:59,387,419,806,5.7,13.3,4.8,90,0,NA
1040,2014-11-06,Hirsch,00:00,23:59,275,281,556,2,5.9,5.5,100,0,NA
1041,2014-11-07,Hirsch,00:00,23:59,374,410,784,3.1,7.9,0,91,0,NA
1042,2014-11-08,Hirsch,00:00,23:59,223,295,518,1.7,12.3,0,54,7.1,NA
1043,2014-11-09,Hirsch,00:00,23:59,225,236,461,6,8.2,0,100,0,NA
1044,2014-11-10,Hirsch,00:00,23:59,401,441,842,6.2,7.8,0,100,0,NA
1045,2014-11-11,Hirsch,00:00,23:59,430,483,913,3.4,9.2,0,86,0,NA
1046,2014-11-12,Hirsch,00:00,23:59,457,498,955,2.9,12.3,0.1,88,2.9,NA
1047,2014-11-13,Hirsch,00:00,23:59,387,428,815,7.2,9.7,0.1,100,0,NA
1048,2014-11-14,Hirsch,00:00,23:59,353,396,749,6.6,8.3,0,100,0,NA
1049,2014-11-15,Hirsch,00:00,23:59,145,144,289,5.6,8.3,0,98,0,NA
1050,2014-11-16,Hirsch,00:00,23:59,153,155,308,-0.2,11.1,0,59,3.2,NA
1051,2014-11-17,Hirsch,00:00,23:59,402,431,833,-1.7,7.6,7.8,84,0,NA
1052,2014-11-18,Hirsch,00:00,23:59,149,176,325,4.8,7.1,18.1,100,0,NA
1053,2014-11-19,Hirsch,00:00,23:59,264,293,557,2.7,7.1,0.1,100,0,NA
1054,2014-11-20,Hirsch,00:00,23:59,355,401,756,0.7,7,0,91,0.6,NA
1055,2014-11-21,Hirsch,00:00,23:59,329,391,720,-0.5,5.7,0,91,0,NA
1056,2014-11-22,Hirsch,00:00,23:59,190,209,399,1.2,9,0.2,66,3.2,NA
1057,2014-11-23,Hirsch,00:00,23:59,130,136,266,0.9,3.9,0,98,0,NA
1058,2014-11-24,Hirsch,00:00,23:59,407,441,848,1.8,7.7,0,94,1.2,NA
1059,2014-11-25,Hirsch,00:00,23:59,392,428,820,3.5,8.2,0,89,1,NA
1060,2014-11-26,Hirsch,00:00,23:59,335,366,701,2.5,3.5,0,100,0,NA
1061,2014-11-27,Hirsch,00:00,23:59,353,370,723,1.3,5.8,0,91,2.2,NA
1062,2014-11-28,Hirsch,00:00,23:59,312,344,656,0.3,1.6,0,100,0,NA
1063,2014-11-29,Hirsch,00:00,23:59,118,123,241,0.5,1.6,0,100,0,NA
1064,2014-11-30,Hirsch,00:00,23:59,92,74,166,0.7,2.2,0,100,0,NA
1065,2014-12-01,Hirsch,00:00,23:59,277,270,547,2,3.6,1.1,100,0,NA
1066,2014-12-02,Hirsch,00:00,23:59,230,270,500,1.7,2.7,0.4,100,0,NA
1067,2014-12-03,Hirsch,00:00,23:59,309,349,658,1.5,2.6,0,100,0,NA
1068,2014-12-04,Hirsch,00:00,23:59,329,334,663,2.4,3.5,0,100,0,NA
1069,2014-12-05,Hirsch,00:00,23:59,288,326,614,1.5,2.9,0,100,0,NA
1070,2014-12-06,Hirsch,00:00,23:59,101,104,205,1.5,3.3,1.2,100,0,NA
1071,2014-12-07,Hirsch,00:00,23:59,71,55,126,2.5,3.9,0.7,100,0,NA
1072,2014-12-08,Hirsch,00:00,23:59,239,287,526,-1.5,3.6,0.2,98,0,NA
1073,2014-12-09,Hirsch,00:00,23:59,273,319,592,-4,-0.3,0,93,0,NA
1074,2014-12-10,Hirsch,00:00,23:59,296,345,641,-2.4,3.1,0.7,96,0.5,NA
1075,2014-12-11,Hirsch,00:00,23:59,260,315,575,2.1,7,0,91,0.4,NA
1076,2014-12-12,Hirsch,00:00,23:59,307,356,663,-0.4,9.4,0,85,4.8,NA
1077,2014-12-13,Hirsch,00:00,23:59,160,180,340,-0.6,10.7,0,79,1.7,NA
1078,2014-12-14,Hirsch,00:00,23:59,171,168,339,2.2,12.9,0,88,1.4,NA
1079,2014-12-15,Hirsch,00:00,23:59,288,337,625,4.6,9.7,0.2,100,0,NA
1080,2014-12-16,Hirsch,00:00,23:59,225,250,475,4.7,8,1.6,100,0,NA
1081,2014-12-17,Hirsch,00:00,23:59,241,277,518,2.2,6.1,7.2,98,0.1,NA
1082,2014-12-18,Hirsch,00:00,23:59,227,256,483,5.7,11.5,1.4,98,0,NA
1083,2014-12-19,Hirsch,00:00,23:59,284,331,615,7.7,13.4,9,79,4.5,NA
1084,2014-12-20,Hirsch,00:00,23:59,101,106,207,1.9,8.1,3.5,74,2.7,NA
1085,2014-12-21,Hirsch,00:00,23:59,109,110,219,1.2,6.2,0,93,3,NA
1086,2014-12-22,Hirsch,00:00,23:59,254,307,561,2,9.8,0,83,4.4,NA
1087,2014-12-23,Hirsch,00:00,23:59,238,278,516,-2.9,11.9,0,56,6.7,NA
1088,2014-12-24,Hirsch,00:00,23:59,82,83,165,-4.6,8.3,0,31,6.5,NA
1089,2014-12-25,Hirsch,00:00,23:59,31,36,67,1.6,8,1.2,96,0,NA
1090,2014-12-26,Hirsch,00:00,23:59,30,28,58,-6.5,2.4,1.7,71,1.7,NA
1091,2014-12-27,Hirsch,00:00,23:59,18,15,33,-4.2,1.7,2.9,91,0,NA
1092,2014-12-28,Hirsch,00:00,23:59,11,8,19,-15.6,0.4,0.2,81,0,NA
1093,2014-12-29,Hirsch,00:00,23:59,17,28,45,-16.1,-3.3,0.2,88,0,NA
1094,2014-12-30,Hirsch,00:00,23:59,13,13,26,-5.3,-0.5,3.4,100,0,NA
1095,2014-12-31,Hirsch,00:00,23:59,2,4,6,-2.5,0.1,0,98,0,NA
1096,2014-01-01,Kreuther,00:00,23:59,6,17,23,-5.6,1.8,0,85,1.6,NA
1097,2014-01-02,Kreuther,00:00,23:59,21,36,57,-3.9,5.9,0,78,0,NA
1098,2014-01-03,Kreuther,00:00,23:59,38,53,91,-4,8,0,75,1.8,NA
1099,2014-01-04,Kreuther,00:00,23:59,14,24,38,1,5.9,3,98,0,NA
1100,2014-01-05,Kreuther,00:00,23:59,9,14,23,-0.6,5.9,1.2,94,0.2,NA
1101,2014-01-06,Kreuther,00:00,23:59,23,38,61,-4.2,8.2,0,45,6.9,NA
1102,2014-01-07,Kreuther,00:00,23:59,55,107,162,-0.4,14.1,0.8,58,0,NA
1103,2014-01-08,Kreuther,00:00,23:59,41,128,169,-0.4,14.5,0,66,4.9,NA
1104,2014-01-09,Kreuther,00:00,23:59,36,127,163,-2.2,14.5,5.5,83,2,NA
1105,2014-01-10,Kreuther,00:00,23:59,42,98,140,-2.5,7.4,0,66,3.8,NA
1106,2014-01-11,Kreuther,00:00,23:59,23,49,72,-4,7.6,1.1,80,1.3,NA
1107,2014-01-12,Kreuther,00:00,23:59,22,53,75,-4.6,6.2,0,65,4.7,NA
1108,2014-01-13,Kreuther,00:00,23:59,30,106,136,-6.6,3.1,0.3,75,2.2,NA
1109,2014-01-14,Kreuther,00:00,23:59,27,72,99,-0.2,2.4,9.1,99,0,NA
1110,2014-01-15,Kreuther,00:00,23:59,36,109,145,-0.5,4.2,0,71,4.3,NA
1111,2014-01-16,Kreuther,00:00,23:59,36,103,139,-0.7,6,0,94,0.3,NA
1112,2014-01-17,Kreuther,00:00,23:59,25,69,94,1.9,5.9,5,98,0,NA
1113,2014-01-18,Kreuther,00:00,23:59,16,39,55,0.3,3.1,0,100,0,NA
1114,2014-01-19,Kreuther,00:00,23:59,21,35,56,1,2.8,0,99,0,NA
1115,2014-01-20,Kreuther,00:00,23:59,28,106,134,0.7,3.3,2.7,100,0,NA
1116,2014-01-21,Kreuther,00:00,23:59,16,60,76,0.6,3.3,3.3,99,0,NA
1117,2014-01-22,Kreuther,00:00,23:59,40,89,129,1.8,4.4,0,98,0,NA
1118,2014-01-23,Kreuther,00:00,23:59,30,98,128,-1,6,2.8,90,2,NA
1119,2014-01-24,Kreuther,00:00,23:59,22,64,86,0.6,4,1,96,0,NA
1120,2014-01-25,Kreuther,00:00,23:59,26,38,64,-0.2,3.3,3.3,96,0.2,NA
1121,2014-01-26,Kreuther,00:00,23:59,8,16,24,-0.3,2.4,6.1,91,0,NA
1122,2014-01-27,Kreuther,00:00,23:59,16,64,80,-2.1,3,0.6,90,0.2,NA
1123,2014-01-28,Kreuther,00:00,23:59,26,75,101,-6,-0.4,0,88,0,NA
1124,2014-01-29,Kreuther,00:00,23:59,13,73,86,-3.1,-0.7,0,100,0,NA
1125,2014-01-30,Kreuther,00:00,23:59,26,87,113,-3.9,-0.4,0,96,0,NA
1126,2014-01-31,Kreuther,00:00,23:59,32,73,105,-5.3,1.8,0,68,2.1,NA
1127,2014-02-01,Kreuther,00:00,23:59,28,56,84,-6.6,4.7,0,53,6,NA
1128,2014-02-02,Kreuther,00:00,23:59,9,24,33,-3.4,2.4,4,96,0,NA
1129,2014-02-03,Kreuther,00:00,23:59,28,90,118,-0.5,0.7,0,100,0,NA
1130,2014-02-04,Kreuther,00:00,23:59,31,86,117,-0.8,1.2,0,100,0,NA
1131,2014-02-05,Kreuther,00:00,23:59,39,93,132,-1.8,3.9,0,99,0,NA
1132,2014-02-06,Kreuther,00:00,23:59,55,118,173,1.8,10.5,0,49,8.9,NA
1133,2014-02-07,Kreuther,00:00,23:59,35,94,129,-1.2,13,0,74,2.8,NA
1134,2014-02-08,Kreuther,00:00,23:59,42,72,114,-1.8,10.6,0.1,76,6.1,NA
1135,2014-02-09,Kreuther,00:00,23:59,11,18,29,-2.1,6.9,0.5,74,0.1,NA
1136,2014-02-10,Kreuther,00:00,23:59,31,88,119,-4.5,9.5,0.2,73,0,NA
1137,2014-02-11,Kreuther,00:00,23:59,32,99,131,-3.6,8,0,59,3.5,NA
1138,2014-02-12,Kreuther,00:00,23:59,35,96,131,-5.9,5.8,0.5,41,3.8,NA
1139,2014-02-13,Kreuther,00:00,23:59,34,103,137,-3.3,10,0.3,76,4.6,NA
1140,2014-02-14,Kreuther,00:00,23:59,33,104,137,-0.9,8.9,0,53,6.9,NA
1141,2014-02-15,Kreuther,00:00,23:59,65,106,171,-0.4,16.8,1,86,4.8,NA
1142,2014-02-16,Kreuther,00:00,23:59,18,24,42,3.1,6.8,0.3,99,0,NA
1143,2014-02-17,Kreuther,00:00,23:59,44,113,157,-2.1,8.7,0,70,5,NA
1144,2014-02-18,Kreuther,00:00,23:59,49,114,163,-3.4,7.7,0.3,81,4.2,NA
1145,2014-02-19,Kreuther,00:00,23:59,33,83,116,-0.7,8.2,0.1,98,0,NA
1146,2014-02-20,Kreuther,00:00,23:59,48,120,168,-3.1,10.5,0.2,51,5.5,NA
1147,2014-02-21,Kreuther,00:00,23:59,24,77,101,-4.7,8,2.6,88,0,NA
1148,2014-02-22,Kreuther,00:00,23:59,30,65,95,-1.2,8.8,0,69,4.2,NA
1149,2014-02-23,Kreuther,00:00,23:59,41,67,108,-0.4,9.2,0,45,5.7,NA
1150,2014-02-24,Kreuther,00:00,23:59,63,149,212,-3.5,11.6,0,6,10.4,NA
1151,2014-02-25,Kreuther,00:00,23:59,65,126,191,-6.2,12.4,0,31,9.2,NA
1152,2014-02-26,Kreuther,00:00,23:59,73,128,201,-4,11.8,0,76,7.5,NA
1153,2014-02-27,Kreuther,00:00,23:59,45,109,154,-1.4,8.5,1.1,78,4.7,NA
1154,2014-02-28,Kreuther,00:00,23:59,46,123,169,-2.6,11,0,61,8.7,NA
1155,2014-03-01,Kreuther,00:00,23:59,31,60,91,-5.6,6.6,0,63,3.7,NA
1156,2014-03-02,Kreuther,00:00,23:59,11,37,48,-2.2,7.2,0,85,0,NA
1157,2014-03-03,Kreuther,00:00,23:59,45,92,137,-1.6,9.8,0,84,4,NA
1158,2014-03-04,Kreuther,00:00,23:59,24,79,103,0,7.9,0,91,1.4,NA
1159,2014-03-05,Kreuther,00:00,23:59,25,77,102,1,10,1.6,89,1.9,NA
1160,2014-03-06,Kreuther,00:00,23:59,41,98,139,-3.7,10.1,0,43,5,NA
1161,2014-03-07,Kreuther,00:00,23:59,45,115,160,-4.4,11.4,0,24,9.7,NA
1162,2014-03-08,Kreuther,00:00,23:59,34,116,150,-2.3,13.3,0,25,9.9,NA
1163,2014-03-09,Kreuther,00:00,23:59,55,175,230,-4,14.8,0,5,10.9,NA
1164,2014-03-10,Kreuther,00:00,23:59,62,166,228,-2.3,13.6,0,15,10.9,NA
1165,2014-03-11,Kreuther,00:00,23:59,67,173,240,-5,13.6,0,40,10.2,NA
1166,2014-03-12,Kreuther,00:00,23:59,61,160,221,-4.2,16.2,0,0,11,NA
1167,2014-03-13,Kreuther,00:00,23:59,47,175,222,-4,16.6,0,0,11.2,NA
1168,2014-03-14,Kreuther,00:00,23:59,66,177,243,-3.1,17.5,0,0,10.7,NA
1169,2014-03-15,Kreuther,00:00,23:59,30,61,91,2.6,12.8,0.7,79,0.8,NA
1170,2014-03-16,Kreuther,00:00,23:59,11,55,66,5.5,12.7,0.1,95,0,NA
1171,2014-03-17,Kreuther,00:00,23:59,81,183,264,1.2,18,0,43,10.5,NA
1172,2014-03-18,Kreuther,00:00,23:59,68,195,263,-1.1,19.1,0,69,9.1,NA
1173,2014-03-19,Kreuther,00:00,23:59,42,140,182,0.1,13.5,0.1,80,1.9,NA
1174,2014-03-20,Kreuther,00:00,23:59,63,226,289,-2.8,19.5,0,39,11.4,NA
1175,2014-03-21,Kreuther,00:00,23:59,67,202,269,-1.6,21.7,0,56,10.7,NA
1176,2014-03-22,Kreuther,00:00,23:59,38,96,134,2,18.4,8.5,90,4.6,NA
1177,2014-03-23,Kreuther,00:00,23:59,2,11,13,2.4,5.6,7.8,100,0,NA
1178,2014-03-24,Kreuther,00:00,23:59,26,97,123,1.9,7.5,0.7,94,2.3,NA
1179,2014-03-25,Kreuther,00:00,23:59,32,107,139,-3.4,7.8,0,70,3.4,NA
1180,2014-03-26,Kreuther,00:00,23:59,42,128,170,-4,10.2,0,56,8.3,NA
1181,2014-03-27,Kreuther,00:00,23:59,55,162,217,-2.3,14.1,0,28,11.9,NA
1182,2014-03-28,Kreuther,00:00,23:59,50,169,219,-1.4,15.4,0,19,11.3,NA
1183,2014-03-29,Kreuther,00:00,23:59,71,180,251,-0.6,17.3,0,11,11.9,NA
1184,2014-03-30,Kreuther,00:00,23:59,80,201,281,-2.6,19.7,0,40,10.8,NA
1185,2014-03-31,Kreuther,00:00,23:59,54,229,283,-0.8,18.2,0,85,3.6,NA
1186,2014-04-01,Kreuther,00:00,23:59,77,243,320,1,18.2,0,86,8.9,NA
1187,2014-04-02,Kreuther,00:00,23:59,75,217,292,0.8,21.2,0,54,10.4,NA
1188,2014-04-03,Kreuther,00:00,23:59,66,233,299,2,21.3,0,84,6.3,NA
1189,2014-04-04,Kreuther,00:00,23:59,83,187,270,5.9,17.6,0,90,2.6,NA
1190,2014-04-05,Kreuther,00:00,23:59,41,110,151,3.8,15.8,0,89,0.4,NA
1191,2014-04-06,Kreuther,00:00,23:59,30,130,160,4.6,16.6,5.3,75,1.1,NA
1192,2014-04-07,Kreuther,00:00,23:59,85,227,312,4.6,20.2,0.5,66,10.2,NA
1193,2014-04-08,Kreuther,00:00,23:59,36,121,157,6,16.2,1.9,90,0.2,NA
1194,2014-04-09,Kreuther,00:00,23:59,67,157,224,4,13,0.4,70,7.3,NA
1195,2014-04-10,Kreuther,00:00,23:59,24,100,124,6.7,10.9,0,99,0,NA
1196,2014-04-11,Kreuther,00:00,23:59,64,204,268,1.7,13.6,0,73,3.4,NA
1197,2014-04-12,Kreuther,00:00,23:59,76,122,198,-0.3,17.1,0,73,8.5,NA
1198,2014-04-13,Kreuther,00:00,23:59,49,98,147,3.9,16.8,0,64,5.8,NA
1199,2014-04-14,Kreuther,00:00,23:59,43,121,164,4.6,12.5,0.8,74,3.3,NA
1200,2014-04-15,Kreuther,00:00,23:59,45,104,149,2.2,6.1,0,88,0.5,NA
1201,2014-04-16,Kreuther,00:00,23:59,54,128,182,-1.8,10.2,0,66,2.8,NA
1202,2014-04-17,Kreuther,00:00,23:59,62,144,206,-5.3,11.8,0,29,12.3,NA
1203,2014-04-18,Kreuther,00:00,23:59,12,35,47,-3.7,9.9,6.8,89,0.1,NA
1204,2014-04-19,Kreuther,00:00,23:59,33,62,95,3.7,15.5,0,80,4.6,NA
1205,2014-04-20,Kreuther,00:00,23:59,33,75,108,3.6,15.9,0,49,9.1,NA
1206,2014-04-21,Kreuther,00:00,23:59,46,86,132,2.4,17.2,10.8,85,3.7,NA
1207,2014-04-22,Kreuther,00:00,23:59,48,126,174,5.8,18.8,0,74,5.7,NA
1208,2014-04-23,Kreuther,00:00,23:59,65,176,241,3.1,20.4,0,15,12.8,NA
1209,2014-04-24,Kreuther,00:00,23:59,77,223,300,3.2,20.5,0,19,12.3,NA
1210,2014-04-25,Kreuther,00:00,23:59,102,224,326,5.4,21,0,33,12.7,NA
1211,2014-04-26,Kreuther,00:00,23:59,62,152,214,7.7,19.1,2.3,71,6.1,NA
1212,2014-04-27,Kreuther,00:00,23:59,13,38,51,8.2,12.3,3.6,99,0,NA
1213,2014-04-28,Kreuther,00:00,23:59,64,113,177,6.7,14,0,91,1.7,NA
1214,2014-04-29,Kreuther,00:00,23:59,61,143,204,4.8,15.9,0,79,1.8,NA
1215,2014-04-30,Kreuther,00:00,23:59,93,193,286,3.1,19.2,0,63,9.2,NA
1216,2014-05-01,Kreuther,00:00,23:59,108,149,257,10,18.8,15.9,74,5.9,NA
1217,2014-05-02,Kreuther,00:00,23:59,61,121,182,8.1,16.8,0.2,93,1.4,NA
1218,2014-05-03,Kreuther,00:00,23:59,21,62,83,5.2,8.1,0,100,0,NA
1219,2014-05-04,Kreuther,00:00,23:59,51,143,194,1,12.8,0,66,7.3,NA
1220,2014-05-05,Kreuther,00:00,23:59,105,180,285,-0.7,16.9,0,54,13,NA
1221,2014-05-06,Kreuther,00:00,23:59,98,271,369,1.1,22.7,0,85,9,NA
